ROI,Sequence,Approach,MKi
AnteriorCR,NowLteDetuned,QTI,0.16388025879859924
AnteriorCR,NowLteDetuned,QTI,0.12678396701812744
AnteriorCR,NowLteDetuned,QTI,0.07544177025556564
AnteriorCR,NowLteDetuned,QTI,0.045849207788705826
AnteriorCR,NowLteDetuned,QTI,0.018258048221468925
AnteriorCR,NowLteDetuned,QTI,0.012976822443306446
AnteriorCR,NowLteDetuned,QTI,0.008978134021162987
AnteriorCR,NowLteDetuned,QTI,0.011895798146724701
AnteriorCR,NowLteDetuned,QTI,0.02712274342775345
AnteriorCR,NowLteDetuned,QTI,0.062342021614313126
AnteriorCR,NowLteDetuned,QTI,0.0818403959274292
AnteriorCR,NowLteDetuned,QTI,0.09617699682712555
AnteriorCR,NowLteDetuned,QTI,0.11935578286647797
AnteriorCR,NowLteDetuned,QTI,0.14967253804206848
AnteriorCR,NowLteDetuned,QTI,0.11885584890842438
AnteriorCR,NowLteDetuned,QTI,0.08080095797777176
AnteriorCR,NowLteDetuned,QTI,0.06595291197299957
AnteriorCR,NowLteDetuned,QTI,0.05134618654847145
AnteriorCR,NowLteDetuned,QTI,0.03775382041931152
AnteriorCR,NowLteDetuned,QTI,0.030293691903352737
AnteriorCR,NowLteDetuned,QTI,0.04415132850408554
AnteriorCR,NowLteDetuned,QTI,0.06866392493247986
AnteriorCR,NowLteDetuned,QTI,0.10907083749771118
AnteriorCR,NowLteDetuned,QTI,0.07763703912496567
AnteriorCR,NowLteDetuned,QTI,0.0924525037407875
AnteriorCR,NowLteDetuned,QTI,0.11615234613418579
AnteriorCR,NowLteDetuned,QTI,0.14570245146751404
AnteriorCR,NowLteDetuned,QTI,0.12473529577255249
AnteriorCR,NowLteDetuned,QTI,0.10073471069335938
AnteriorCR,NowLteDetuned,QTI,0.08230531215667725
AnteriorCR,NowLteDetuned,QTI,0.06912274658679962
AnteriorCR,NowLteDetuned,QTI,0.05589762330055237
AnteriorCR,NowLteDetuned,QTI,0.05338705703616142
AnteriorCR,NowLteDetuned,QTI,0.0798916295170784
AnteriorCR,NowLteDetuned,QTI,0.11660098284482956
AnteriorCR,NowLteDetuned,QTI,0.16437195241451263
AnteriorCR,NowLteDetuned,QTI,0.11346016079187393
AnteriorCR,NowLteDetuned,QTI,0.06636954098939896
AnteriorCR,NowLteDetuned,QTI,0.0725620836019516
AnteriorCR,NowLteDetuned,QTI,0.08992161601781845
AnteriorCR,NowLteDetuned,QTI,0.11652174592018127
AnteriorCR,NowLteDetuned,QTI,0.14472758769989014
AnteriorCR,NowLteDetuned,QTI,0.14166079461574554
AnteriorCR,NowLteDetuned,QTI,0.12944573163986206
AnteriorCR,NowLteDetuned,QTI,0.08864565193653107
AnteriorCR,NowLteDetuned,QTI,0.061735667288303375
AnteriorCR,NowLteDetuned,QTI,0.058163709938526154
AnteriorCR,NowLteDetuned,QTI,0.06952091306447983
AnteriorCR,NowLteDetuned,QTI,0.10462236404418945
AnteriorCR,NowLteDetuned,QTI,0.13592223823070526
AnteriorCR,NowLteDetuned,QTI,0.16848742961883545
AnteriorCR,NowLteDetuned,QTI,0.1136191189289093
AnteriorCR,NowLteDetuned,QTI,0.13985563814640045
AnteriorCR,NowLteDetuned,QTI,0.10713610053062439
AnteriorCR,NowLteDetuned,QTI,0.061110831797122955
AnteriorCR,NowLteDetuned,QTI,0.07810207456350327
AnteriorCR,NowLteDetuned,QTI,0.10291612148284912
AnteriorCR,NowLteDetuned,QTI,0.13261042535305023
AnteriorCR,NowLteDetuned,QTI,0.15847311913967133
AnteriorCR,NowLteDetuned,QTI,0.15292677283287048
AnteriorCR,NowLteDetuned,QTI,0.13734979927539825
AnteriorCR,NowLteDetuned,QTI,0.08857165277004242
AnteriorCR,NowLteDetuned,QTI,0.06025172770023346
AnteriorCR,NowLteDetuned,QTI,0.06654403358697891
AnteriorCR,NowLteDetuned,QTI,0.08950531482696533
AnteriorCR,NowLteDetuned,QTI,0.13130693137645721
AnteriorCR,NowLteDetuned,QTI,0.15520671010017395
AnteriorCR,NowLteDetuned,QTI,0.1251607984304428
AnteriorCR,NowLteDetuned,QTI,0.14216597378253937
AnteriorCR,NowLteDetuned,QTI,0.13184477388858795
AnteriorCR,NowLteDetuned,QTI,0.10081738978624344
AnteriorCR,NowLteDetuned,QTI,0.08152767270803452
AnteriorCR,NowLteDetuned,QTI,0.06749444454908371
AnteriorCR,NowLteDetuned,QTI,0.0925094336271286
AnteriorCR,NowLteDetuned,QTI,0.13167718052864075
AnteriorCR,NowLteDetuned,QTI,0.09794379770755768
AnteriorCR,NowLteDetuned,QTI,0.053808942437171936
AnteriorCR,NowLteDetuned,QTI,0.0821627825498581
AnteriorCR,NowLteDetuned,QTI,0.1147109866142273
AnteriorCR,NowLteDetuned,QTI,0.15063314139842987
AnteriorCR,NowLteDetuned,QTI,0.17510373890399933
AnteriorCR,NowLteDetuned,QTI,0.1590937376022339
AnteriorCR,NowLteDetuned,QTI,0.1341494619846344
AnteriorCR,NowLteDetuned,QTI,0.08767178654670715
AnteriorCR,NowLteDetuned,QTI,0.06946838647127151
AnteriorCR,NowLteDetuned,QTI,0.08943532407283783
AnteriorCR,NowLteDetuned,QTI,0.12263910472393036
AnteriorCR,NowLteDetuned,QTI,0.166702002286911
AnteriorCR,NowLteDetuned,QTI,0.18581481277942657
AnteriorCR,NowLteDetuned,QTI,0.1701682060956955
AnteriorCR,NowLteDetuned,QTI,0.05823260545730591
AnteriorCR,NowLteDetuned,QTI,0.08808456361293793
AnteriorCR,NowLteDetuned,QTI,0.1227923259139061
AnteriorCR,NowLteDetuned,QTI,0.11558046191930771
AnteriorCR,NowLteDetuned,QTI,0.08416681736707687
AnteriorCR,NowLteDetuned,QTI,0.07997795939445496
AnteriorCR,NowLteDetuned,QTI,0.0850384533405304
AnteriorCR,NowLteDetuned,QTI,0.09749256819486618
AnteriorCR,NowLteDetuned,QTI,0.11432906985282898
AnteriorCR,NowLteDetuned,QTI,0.07708828151226044
AnteriorCR,NowLteDetuned,QTI,0.04117701202630997
AnteriorCR,NowLteDetuned,QTI,0.08263205736875534
AnteriorCR,NowLteDetuned,QTI,0.12100396305322647
AnteriorCR,NowLteDetuned,QTI,0.13942882418632507
AnteriorCR,NowLteDetuned,QTI,0.15164051949977875
AnteriorCR,NowLteDetuned,QTI,0.14228086173534393
AnteriorCR,NowLteDetuned,QTI,0.12736575305461884
AnteriorCR,NowLteDetuned,QTI,0.10235989093780518
AnteriorCR,NowLteDetuned,QTI,0.09450904279947281
AnteriorCR,NowLteDetuned,QTI,0.10945480316877365
AnteriorCR,NowLteDetuned,QTI,0.14166271686553955
AnteriorCR,NowLteDetuned,QTI,0.12212385982275009
AnteriorCR,NowLteDetuned,QTI,0.11245766282081604
AnteriorCR,NowLteDetuned,QTI,0.1529393494129181
AnteriorCR,NowLteDetuned,QTI,0.060340773314237595
AnteriorCR,NowLteDetuned,QTI,0.08839420229196548
AnteriorCR,NowLteDetuned,QTI,0.11218719929456711
AnteriorCR,NowLteDetuned,QTI,0.10565347224473953
AnteriorCR,NowLteDetuned,QTI,0.08350062370300293
AnteriorCR,NowLteDetuned,QTI,0.09470871090888977
AnteriorCR,NowLteDetuned,QTI,0.11522196233272552
AnteriorCR,NowLteDetuned,QTI,0.11596200615167618
AnteriorCR,NowLteDetuned,QTI,0.11425170302391052
AnteriorCR,NowLteDetuned,QTI,0.06742046773433685
AnteriorCR,NowLteDetuned,QTI,0.03441351279616356
AnteriorCR,NowLteDetuned,QTI,0.07984273135662079
AnteriorCR,NowLteDetuned,QTI,0.11958347260951996
AnteriorCR,NowLteDetuned,QTI,0.1230580061674118
AnteriorCR,NowLteDetuned,QTI,0.12297189980745316
AnteriorCR,NowLteDetuned,QTI,0.12079662084579468
AnteriorCR,NowLteDetuned,QTI,0.1219777762889862
AnteriorCR,NowLteDetuned,QTI,0.12570568919181824
AnteriorCR,NowLteDetuned,QTI,0.12422603368759155
AnteriorCR,NowLteDetuned,QTI,0.12162347137928009
AnteriorCR,NowLteDetuned,QTI,0.11515853554010391
AnteriorCR,NowLteDetuned,QTI,0.10442540049552917
AnteriorCR,NowLteDetuned,QTI,0.13312824070453644
AnteriorCR,NowLteDetuned,QTI,0.027694962918758392
AnteriorCR,NowLteDetuned,QTI,0.07083280384540558
AnteriorCR,NowLteDetuned,QTI,0.09406166523694992
AnteriorCR,NowLteDetuned,QTI,0.10183738172054291
AnteriorCR,NowLteDetuned,QTI,0.10040237754583359
AnteriorCR,NowLteDetuned,QTI,0.094094417989254
AnteriorCR,NowLteDetuned,QTI,0.12024512887001038
AnteriorCR,NowLteDetuned,QTI,0.1536935567855835
AnteriorCR,NowLteDetuned,QTI,0.15275484323501587
AnteriorCR,NowLteDetuned,QTI,0.14560991525650024
AnteriorCR,NowLteDetuned,QTI,0.08519814908504486
AnteriorCR,NowLteDetuned,QTI,0.04151991009712219
AnteriorCR,NowLteDetuned,QTI,0.061280257999897
AnteriorCR,NowLteDetuned,QTI,0.08560340106487274
AnteriorCR,NowLteDetuned,QTI,0.10964236408472061
AnteriorCR,NowLteDetuned,QTI,0.12322865426540375
AnteriorCR,NowLteDetuned,QTI,0.12405277043581009
AnteriorCR,NowLteDetuned,QTI,0.11994744092226028
AnteriorCR,NowLteDetuned,QTI,0.11542188376188278
AnteriorCR,NowLteDetuned,QTI,0.11620213836431503
AnteriorCR,NowLteDetuned,QTI,0.12277384102344513
AnteriorCR,NowLteDetuned,QTI,0.11145706474781036
AnteriorCR,NowLteDetuned,QTI,0.11177881807088852
AnteriorCR,NowLteDetuned,QTI,0.10957235097885132
AnteriorCR,NowLteDetuned,QTI,0.08653805404901505
AnteriorCR,NowLteDetuned,QTI,0.06398944556713104
AnteriorCR,NowLteDetuned,QTI,0.10817117989063263
AnteriorCR,NowLteDetuned,QTI,0.11855495721101761
AnteriorCR,NowLteDetuned,QTI,0.11434996873140335
AnteriorCR,NowLteDetuned,QTI,0.09470036625862122
AnteriorCR,NowLteDetuned,QTI,0.0772678405046463
AnteriorCR,NowLteDetuned,QTI,0.1100040003657341
AnteriorCR,NowLteDetuned,QTI,0.14659938216209412
AnteriorCR,NowLteDetuned,QTI,0.15052355825901031
AnteriorCR,NowLteDetuned,QTI,0.14591316878795624
AnteriorCR,NowLteDetuned,QTI,0.09864632040262222
AnteriorCR,NowLteDetuned,QTI,0.058402080088853836
AnteriorCR,NowLteDetuned,QTI,0.051695700734853745
AnteriorCR,NowLteDetuned,QTI,0.06139100342988968
AnteriorCR,NowLteDetuned,QTI,0.09597668796777725
AnteriorCR,NowLteDetuned,QTI,0.12150120735168457
AnteriorCR,NowLteDetuned,QTI,0.13107441365718842
AnteriorCR,NowLteDetuned,QTI,0.11696460843086243
AnteriorCR,NowLteDetuned,QTI,0.09324457496404648
AnteriorCR,NowLteDetuned,QTI,0.09381679445505142
AnteriorCR,NowLteDetuned,QTI,0.09536134451627731
AnteriorCR,NowLteDetuned,QTI,0.106761135160923
AnteriorCR,NowLteDetuned,QTI,0.10993000864982605
AnteriorCR,NowLteDetuned,QTI,0.10142848640680313
AnteriorCR,NowLteDetuned,QTI,0.07522661238908768
AnteriorCR,NowLteDetuned,QTI,0.09710986912250519
AnteriorCR,NowLteDetuned,QTI,0.1383993923664093
AnteriorCR,NowLteDetuned,QTI,0.13930284976959229
AnteriorCR,NowLteDetuned,QTI,0.12358003109693527
AnteriorCR,NowLteDetuned,QTI,0.08343930542469025
AnteriorCR,NowLteDetuned,QTI,0.0440860390663147
AnteriorCR,NowLteDetuned,QTI,0.08272479474544525
AnteriorCR,NowLteDetuned,QTI,0.11593139171600342
AnteriorCR,NowLteDetuned,QTI,0.12332060188055038
AnteriorCR,NowLteDetuned,QTI,0.12554112076759338
AnteriorCR,NowLteDetuned,QTI,0.1152123436331749
AnteriorCR,NowLteDetuned,QTI,0.09580907970666885
AnteriorCR,NowLteDetuned,QTI,0.06740006804466248
AnteriorCR,NowLteDetuned,QTI,0.05495811253786087
AnteriorCR,NowLteDetuned,QTI,0.062405966222286224
AnteriorCR,NowLteDetuned,QTI,0.08334528654813766
AnteriorCR,NowLteDetuned,QTI,0.10686300694942474
AnteriorCR,NowLteDetuned,QTI,0.10025257617235184
AnteriorCR,NowLteDetuned,QTI,0.08132459223270416
AnteriorCR,NowLteDetuned,QTI,0.08638971298933029
AnteriorCR,NowLteDetuned,QTI,0.08322802186012268
AnteriorCR,NowLteDetuned,QTI,0.11212294548749924
AnteriorCR,NowLteDetuned,QTI,0.11358004808425903
AnteriorCR,NowLteDetuned,QTI,0.10361472517251968
AnteriorCR,NowLteDetuned,QTI,0.07889719307422638
AnteriorCR,NowLteDetuned,QTI,0.07616367191076279
AnteriorCR,NowLteDetuned,QTI,0.10092122852802277
AnteriorCR,NowLteDetuned,QTI,0.11483588069677353
AnteriorCR,NowLteDetuned,QTI,0.12337397038936615
AnteriorCR,NowLteDetuned,QTI,0.1294395625591278
AnteriorCR,NowLteDetuned,QTI,0.13327030837535858
AnteriorCR,NowLteDetuned,QTI,0.10888500511646271
AnteriorCR,NowLteDetuned,QTI,0.08265402168035507
AnteriorCR,NowLteDetuned,QTI,0.09903187304735184
AnteriorCR,NowLteDetuned,QTI,0.1129242330789566
AnteriorCR,NowLteDetuned,QTI,0.11345654726028442
AnteriorCR,NowLteDetuned,QTI,0.11380542814731598
AnteriorCR,NowLteDetuned,QTI,0.11541175097227097
AnteriorCR,NowLteDetuned,QTI,0.10311827808618546
AnteriorCR,NowLteDetuned,QTI,0.06849469989538193
AnteriorCR,NowLteDetuned,QTI,0.050064314156770706
AnteriorCR,NowLteDetuned,QTI,0.04382004588842392
AnteriorCR,NowLteDetuned,QTI,0.061896853148937225
AnteriorCR,NowLteDetuned,QTI,0.09209632873535156
AnteriorCR,NowLteDetuned,QTI,0.08749781548976898
AnteriorCR,NowLteDetuned,QTI,0.07368871569633484
AnteriorCR,NowLteDetuned,QTI,0.07015205919742584
AnteriorCR,NowLteDetuned,QTI,0.07796895503997803
AnteriorCR,NowLteDetuned,QTI,0.07612493634223938
AnteriorCR,NowLteDetuned,QTI,0.06197438761591911
AnteriorCR,NowLteDetuned,QTI,0.07180997729301453
AnteriorCR,NowLteDetuned,QTI,0.10354641079902649
AnteriorCR,NowLteDetuned,QTI,0.11295324563980103
AnteriorCR,NowLteDetuned,QTI,0.1172029972076416
AnteriorCR,NowLteDetuned,QTI,0.11351288855075836
AnteriorCR,NowLteDetuned,QTI,0.12108999490737915
AnteriorCR,NowLteDetuned,QTI,0.13530857861042023
AnteriorCR,NowLteDetuned,QTI,0.13169078528881073
AnteriorCR,NowLteDetuned,QTI,0.12646014988422394
AnteriorCR,NowLteDetuned,QTI,0.12193772196769714
AnteriorCR,NowLteDetuned,QTI,0.11803259700536728
AnteriorCR,NowLteDetuned,QTI,0.10867764055728912
AnteriorCR,NowLteDetuned,QTI,0.10108276456594467
AnteriorCR,NowLteDetuned,QTI,0.09549413621425629
AnteriorCR,NowLteDetuned,QTI,0.07896184921264648
AnteriorCR,NowLteDetuned,QTI,0.049972761422395706
AnteriorCR,NowLteDetuned,QTI,0.05637542903423309
AnteriorCR,NowLteDetuned,QTI,0.0804639607667923
AnteriorCR,NowLteDetuned,QTI,0.09857822954654694
AnteriorCR,NowLteDetuned,QTI,0.11643703281879425
AnteriorCR,NowLteDetuned,QTI,0.10617202520370483
AnteriorCR,NowLteDetuned,QTI,0.031349871307611465
AnteriorCR,NowLteDetuned,QTI,0.034553710371255875
AnteriorCR,NowLteDetuned,QTI,0.030588485300540924
AnteriorCR,NowLteDetuned,QTI,0.05536561831831932
AnteriorCR,NowLteDetuned,QTI,0.09593147039413452
AnteriorCR,NowLteDetuned,QTI,0.09200527518987656
AnteriorCR,NowLteDetuned,QTI,0.07816993445158005
AnteriorCR,NowLteDetuned,QTI,0.10022517293691635
AnteriorCR,NowLteDetuned,QTI,0.12293952703475952
AnteriorCR,NowLteDetuned,QTI,0.10399387031793594
AnteriorCR,NowLteDetuned,QTI,0.09046809375286102
AnteriorCR,NowLteDetuned,QTI,0.09374573081731796
AnteriorCR,NowLteDetuned,QTI,0.09847364574670792
AnteriorCR,NowLteDetuned,QTI,0.11227808892726898
AnteriorCR,NowLteDetuned,QTI,0.12062210589647293
AnteriorCR,NowLteDetuned,QTI,0.11382094025611877
AnteriorCR,NowLteDetuned,QTI,0.10854289680719376
AnteriorCR,NowLteDetuned,QTI,0.1078653484582901
AnteriorCR,NowLteDetuned,QTI,0.08700445294380188
AnteriorCR,NowLteDetuned,QTI,0.05372050777077675
AnteriorCR,NowLteDetuned,QTI,0.0707361251115799
AnteriorCR,NowLteDetuned,QTI,0.10973554104566574
AnteriorCR,NowLteDetuned,QTI,0.032593294978141785
AnteriorCR,NowLteDetuned,QTI,0.028951283544301987
AnteriorCR,NowLteDetuned,QTI,0.05903739854693413
AnteriorCR,NowLteDetuned,QTI,0.10258539021015167
AnteriorCR,NowLteDetuned,QTI,0.09515322744846344
AnteriorCR,NowLteDetuned,QTI,0.07835513353347778
AnteriorCR,NowLteDetuned,QTI,0.09599030017852783
AnteriorCR,NowLteDetuned,QTI,0.11503232270479202
AnteriorCR,NowLteDetuned,QTI,0.08290871232748032
AnteriorCR,NowLteDetuned,QTI,0.05601925775408745
AnteriorCR,NowLteDetuned,QTI,0.06380008906126022
AnteriorCR,NowLteDetuned,QTI,0.07579968869686127
AnteriorCR,NowLteDetuned,QTI,0.10247412323951721
AnteriorCR,NowLteDetuned,QTI,0.12034609168767929
AnteriorCR,NowLteDetuned,QTI,0.11847326904535294
AnteriorCR,NowLteDetuned,QTI,0.12729193270206451
AnteriorCR,NowLteDetuned,QTI,0.14219039678573608
AnteriorCR,NowLteDetuned,QTI,0.12019035220146179
AnteriorCR,NowLteDetuned,QTI,0.08107534050941467
AnteriorCR,NowLteDetuned,QTI,0.09099400043487549
AnteriorCR,NowLteDetuned,QTI,0.11631663143634796
AnteriorCR,NowLteDetuned,QTI,0.03534085303544998
AnteriorCR,NowLteDetuned,QTI,0.034687623381614685
AnteriorCR,NowLteDetuned,QTI,0.06969121843576431
AnteriorCR,NowLteDetuned,QTI,0.11477208882570267
AnteriorCR,NowLteDetuned,QTI,0.11478167772293091
AnteriorCR,NowLteDetuned,QTI,0.11140084266662598
AnteriorCR,NowLteDetuned,QTI,0.1012648418545723
AnteriorCR,NowLteDetuned,QTI,0.08998546004295349
AnteriorCR,NowLteDetuned,QTI,0.06718041002750397
AnteriorCR,NowLteDetuned,QTI,0.051832471042871475
AnteriorCR,NowLteDetuned,QTI,0.06930892914533615
AnteriorCR,NowLteDetuned,QTI,0.084116630256176
AnteriorCR,NowLteDetuned,QTI,0.09789248555898666
AnteriorCR,NowLteDetuned,QTI,0.10933113843202591
AnteriorCR,NowLteDetuned,QTI,0.11237362027168274
AnteriorCR,NowLteDetuned,QTI,0.12421195209026337
AnteriorCR,NowLteDetuned,QTI,0.14357483386993408
AnteriorCR,NowLteDetuned,QTI,0.13165166974067688
AnteriorCR,NowLteDetuned,QTI,0.1063973531126976
AnteriorCR,NowLteDetuned,QTI,0.10441359877586365
AnteriorCR,NowLteDetuned,QTI,0.11073169857263565
AnteriorCR,NowLteDetuned,QTI,0.05476239323616028
AnteriorCR,NowLteDetuned,QTI,0.0414096899330616
AnteriorCR,NowLteDetuned,QTI,0.027118269354104996
AnteriorCR,NowLteDetuned,QTI,0.05664146691560745
AnteriorCR,NowLteDetuned,QTI,0.09442269802093506
AnteriorCR,NowLteDetuned,QTI,0.10724321752786636
AnteriorCR,NowLteDetuned,QTI,0.1165497750043869
AnteriorCR,NowLteDetuned,QTI,0.09616081416606903
AnteriorCR,NowLteDetuned,QTI,0.073833167552948
AnteriorCR,NowLteDetuned,QTI,0.057215653359889984
AnteriorCR,NowLteDetuned,QTI,0.05172048136591911
AnteriorCR,NowLteDetuned,QTI,0.07535430043935776
AnteriorCR,NowLteDetuned,QTI,0.08957686275243759
AnteriorCR,NowLteDetuned,QTI,0.09270169585943222
AnteriorCR,NowLteDetuned,QTI,0.09985227882862091
AnteriorCR,NowLteDetuned,QTI,0.10692109912633896
AnteriorCR,NowLteDetuned,QTI,0.11617206782102585
AnteriorCR,NowLteDetuned,QTI,0.1278681457042694
AnteriorCR,NowLteDetuned,QTI,0.13547472655773163
AnteriorCR,NowLteDetuned,QTI,0.13371825218200684
AnteriorCR,NowLteDetuned,QTI,0.10904331505298615
AnteriorCR,NowLteDetuned,QTI,0.045722104609012604
AnteriorCR,NowLteDetuned,QTI,0.017265882343053818
AnteriorCR,NowLteDetuned,QTI,0.038624733686447144
AnteriorCR,NowLteDetuned,QTI,0.06526695191860199
AnteriorCR,NowLteDetuned,QTI,0.09449245035648346
AnteriorCR,NowLteDetuned,QTI,0.11328598111867905
AnteriorCR,NowLteDetuned,QTI,0.09036868065595627
AnteriorCR,NowLteDetuned,QTI,0.06654694676399231
AnteriorCR,NowLteDetuned,QTI,0.04957841709256172
AnteriorCR,NowLteDetuned,QTI,0.047223035246133804
AnteriorCR,NowLteDetuned,QTI,0.0684780552983284
AnteriorCR,NowLteDetuned,QTI,0.07871566712856293
AnteriorCR,NowLteDetuned,QTI,0.07875227183103561
AnteriorCR,NowLteDetuned,QTI,0.08273318409919739
AnteriorCR,NowLteDetuned,QTI,0.0862603485584259
AnteriorCR,NowLteDetuned,QTI,0.10659930109977722
AnteriorCR,NowLteDetuned,QTI,0.13082170486450195
AnteriorCR,NowLteDetuned,QTI,0.13056300580501556
AnteriorCR,NowLteDetuned,QTI,0.1284039318561554
AnteriorCR,NowLteDetuned,QTI,0.04496726393699646
AnteriorCR,NowLteDetuned,QTI,0.02714463509619236
AnteriorCR,NowLteDetuned,QTI,0.04141880199313164
AnteriorCR,NowLteDetuned,QTI,0.056332360953092575
AnteriorCR,NowLteDetuned,QTI,0.06996047496795654
AnteriorCR,NowLteDetuned,QTI,0.0832081064581871
AnteriorCR,NowLteDetuned,QTI,0.08261852711439133
AnteriorCR,NowLteDetuned,QTI,0.069162517786026
AnteriorCR,NowLteDetuned,QTI,0.0459543839097023
AnteriorCR,NowLteDetuned,QTI,0.038960326462984085
AnteriorCR,NowLteDetuned,QTI,0.05180090293288231
AnteriorCR,NowLteDetuned,QTI,0.058652885258197784
AnteriorCR,NowLteDetuned,QTI,0.05977167561650276
AnteriorCR,NowLteDetuned,QTI,0.064418263733387
AnteriorCR,NowLteDetuned,QTI,0.06704968214035034
AnteriorCR,NowLteDetuned,QTI,0.09926529228687286
AnteriorCR,NowLteDetuned,QTI,0.13987629115581512
AnteriorCR,NowLteDetuned,QTI,0.12311859428882599
AnteriorCR,NowLteDetuned,QTI,0.10998490452766418
AnteriorCR,NowLteDetuned,QTI,0.035484544932842255
AnteriorCR,NowLteDetuned,QTI,0.04182088375091553
AnteriorCR,NowLteDetuned,QTI,0.04567824676632881
AnteriorCR,NowLteDetuned,QTI,0.03824561461806297
AnteriorCR,NowLteDetuned,QTI,0.04564103111624718
AnteriorCR,NowLteDetuned,QTI,0.07370328903198242
AnteriorCR,NowLteDetuned,QTI,0.07273349165916443
AnteriorCR,NowLteDetuned,QTI,0.042534153908491135
AnteriorCR,NowLteDetuned,QTI,0.026137981563806534
AnteriorCR,NowLteDetuned,QTI,0.023431839421391487
AnteriorCR,NowLteDetuned,QTI,0.02737414836883545
AnteriorCR,NowLteDetuned,QTI,0.03363809362053871
AnteriorCR,NowLteDetuned,QTI,0.04525088146328926
AnteriorCR,NowLteDetuned,QTI,0.056781020015478134
AnteriorCR,NowLteDetuned,QTI,0.0775727778673172
AnteriorCR,NowLteDetuned,QTI,0.09968861192464828
AnteriorCR,NowLteDetuned,QTI,0.0798712745308876
AnteriorCR,NowLteDetuned,QTI,0.02307943068444729
AnteriorCR,NowLteDetuned,QTI,0.025307118892669678
AnteriorCR,NowLteDetuned,QTI,0.02752595581114292
AnteriorCR,NowLteDetuned,QTI,0.02742353454232216
AnteriorCR,NowLteDetuned,QTI,0.040007464587688446
AnteriorCR,NowLteDetuned,QTI,0.07153848558664322
AnteriorCR,NowLteDetuned,QTI,0.07053948193788528
AnteriorCR,NowLteDetuned,QTI,0.04065212607383728
AnteriorCR,NowLteDetuned,QTI,0.021383926272392273
AnteriorCR,NowLteDetuned,QTI,0.00938573107123375
AnteriorCR,NowLteDetuned,QTI,0.010068349540233612
AnteriorCR,NowLteDetuned,QTI,0.01616240106523037
AnteriorCR,NowLteDetuned,QTI,0.028596295043826103
AnteriorCR,NowLteDetuned,QTI,0.043215714395046234
AnteriorCR,NowLteDetuned,QTI,0.0527442991733551
AnteriorCR,NowLteDetuned,QTI,0.013975617475807667
AnteriorCR,NowLteDetuned,QTI,0.012028801254928112
AnteriorCR,NowLteDetuned,QTI,0.013621246442198753
AnteriorCR,NowLteDetuned,QTI,0.020912175998091698
AnteriorCR,NowLteDetuned,QTI,0.03945625573396683
AnteriorCR,NowLteDetuned,QTI,0.0707833468914032
AnteriorCR,NowLteDetuned,QTI,0.06645961105823517
AnteriorCR,NowLteDetuned,QTI,0.0389680378139019
AnteriorCR,NowLteDetuned,QTI,0.021822258830070496
AnteriorCR,NowLteDetuned,QTI,0.008705571293830872
AnteriorCR,NowLteDetuned,QTI,0.006738163530826569
AnteriorCR,NowLteDetuned,QTI,0.008343092165887356
AnteriorCR,NowLteDetuned,QTI,0.014493731781840324
AnteriorCR,NowLteDetuned,QTI,0.02143869176506996
AnteriorCR,NowLteDetuned,QTI,0.014368647709488869
AnteriorCR,NowLteDetuned,QTI,0.019395368173718452
AnteriorCR,NowLteDetuned,QTI,0.03148660063743591
AnteriorCR,NowLteDetuned,QTI,0.0490172803401947
AnteriorCR,NowLteDetuned,QTI,0.07185596227645874
AnteriorCR,NowLteDetuned,QTI,0.057726144790649414
AnteriorCR,NowLteDetuned,QTI,0.027716979384422302
AnteriorCR,NowLteDetuned,QTI,0.014804746024310589
AnteriorCR,NowLteDetuned,QTI,0.005421686917543411
AnteriorCR,NowLteDetuned,QTI,0.004606788512319326
AnteriorCR,NowLteDetuned,QTI,0.005146937444806099
AnteriorCR,NowLteDetuned,QTI,0.04635430872440338
AnteriorCR,NowLteDetuned,QTI,0.06061970070004463
AnteriorCR,NowLteDetuned,QTI,0.07465872168540955
AnteriorCR,NowLteDetuned,QTI,0.04952657222747803
AnteriorCR,NowLteDetuned,QTI,0.0140211321413517
AnteriorCR,NowLteDetuned,QTI,0.005794492084532976
AnteriorCR,NowLteDetuned,QTI,0.0012081088498234749
AnteriorCR,NowLteDetuned,QTI,0.003582449397072196
AnteriorCR,NowLteDetuned,QTI,0.06729929149150848
AnteriorCR,NowLteDetuned,QTI,0.06961405277252197
AnteriorCR,NowLteDetuned,QTI,0.064125195145607
AnteriorCR,NowLteDetuned,QTI,0.039010532200336456
AnteriorCR,NowLteDetuned,QTI,0.01047978550195694
AnteriorCR,NowLteDetuned,QTI,0.007236535660922527
AnteriorCR,NowLteDetuned,QTI,0.006387756206095219
AnteriorCR,NowLteDetuned,QTI,0.01870923489332199
AnteriorCR,NowLteDetuned,QTI,0.030330080538988113
AnteriorCR,NowLteDetuned,QTI,0.009483380243182182
AnteriorCR,NowLteDetuned,QTI,0.010990931652486324
AnteriorCR,NowLteDetuned,QTI,0.016165031120181084
AnteriorCR,NowLteDetuned,QTI,0.1256365180015564
AnteriorCR,NowLteDetuned,QTI,0.1079275831580162
AnteriorCR,NowLteDetuned,QTI,0.09448619186878204
AnteriorCR,NowLteDetuned,QTI,0.08759300410747528
AnteriorCR,NowLteDetuned,QTI,0.15250878036022186
AnteriorCR,NowLteDetuned,QTI,0.13249754905700684
AnteriorCR,NowLteDetuned,QTI,0.1086236909031868
AnteriorCR,NowLteDetuned,QTI,0.09481438249349594
